PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000250656.2.wgt.RDat	ENSG00000250656.2	4	67717387	67717388	0.2922	rs4860262	  3.77	rs28526365	 0.193407	  7.08	 1.1828	399	399	susie	0.2	2.4e-13	 1.2070	2.27e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000270228.1.wgt.RDat	ENSG00000270228.1	4	67724261	67724262	0.2154	rs4860262	  3.77	rs17634475	 0.151783	  6.33	 1.2366	399	  1	top1	0.15	1.9e-10	 1.2366	2.16e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000109163.6.wgt.RDat	ENSG00000109163.6	4	67754359	67754360	0.1634	rs4860262	  3.77	rs17634475	 0.059558	  4.91	 1.2366	390	  8	lasso	0.11	4.9e-08	-0.5794	5.62e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000250376.1.wgt.RDat	ENSG00000250376.1	4	68784617	68784618	0.4020	rs3924021	  2.51	rs9991142	 0.195643	  7.43	-0.4205	 92	  5	lasso	0.25	8.7e-17	-0.3304	7.41e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000251529.1.wgt.RDat	ENSG00000251529.1	4	68880130	68880131	0.1794	rs4280807	  1.76	rs6833862	 0.045881	  3.79	 0.8222	 88	 26	enet	0.058	8.5e-05	-0.0858	9.32e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000250696.5.wgt.RDat	ENSG00000250696.5	4	69195667	69195668	0.4875	rs1432315	  2.42	rs4377651	 0.422277	 10.15	 0.7111	305	 12	lasso	0.47	5.2e-35	 0.4349	6.64e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000213759.9.wgt.RDat	ENSG00000213759.9	4	69214471	69214472	0.3923	rs1432315	  2.42	rs12640790	 0.276288	  8.31	 0.8372	314	 36	enet	0.3	6.6e-21	 0.4797	6.31e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000270098.1.wgt.RDat	ENSG00000270098.1	4	71437923	71437924	0.1901	rs11937245	 -3.68	rs6854303	 0.049040	 -4.56	-1.3867	336	  4	lasso	0.088	1.4e-06	 0.3305	7.41e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000248641.1.wgt.RDat	ENSG00000248641.1	4	73098821	73098822	0.1247	rs12648301	  2.62	rs4694140	-0.001175	 -2.91	 0.4432	314	314	susie	0.0082	0.084	 0.2859	7.75e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000169435.13.wgt.RDat	ENSG00000169435.13	4	73620630	73620631	0.1286	rs13124617	 -2.47	rs10018058	 0.031521	  4.49	-0.5714	284	284	susie	0.044	6e-04	-0.6604	5.09e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000124875.9.wgt.RDat	ENSG00000124875.9	4	73836496	73836497	0.2587	rs13124617	 -2.47	rs16850073	 0.155201	  6.40	 0.0597	314	  1	top1	0.16	1.1e-10	 0.0597	9.52e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000260265.1.wgt.RDat	ENSG00000260265.1	4	75084716	75084717	0.4344	rs6835992	 -3.97	rs13353604	 0.371731	  9.62	-2.4348	407	407	susie	0.39	1.4e-27	-1.7929	7.30e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138769.10.wgt.RDat	ENSG00000138769.10	4	75630715	75630716	0.1060	rs7697711	 -4.47	rs6832912	 0.038999	  4.39	-2.1225	441	 28	enet	0.066	3.2e-05	-1.4148	1.57e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138768.14.wgt.RDat	ENSG00000138768.14	4	75724592	75724593	0.1331	rs4624679	 -4.69	rs6531940	 0.054726	 -4.35	 1.5143	459	  1	top1	0.055	0.00014	-1.5143	1.30e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138744.14.wgt.RDat	ENSG00000138744.14	4	75940948	75940949	0.6797	rs4624679	 -4.69	rs6826085	 0.545303	 11.54	-0.2462	450	 12	lasso	0.59	2e-49	 0.2250	8.22e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000156219.16.wgt.RDat	ENSG00000156219.16	4	76011183	76011184	0.5844	rs4624679	 -4.69	rs4859414	 0.655942	 12.70	-0.7692	471	 50	enet	0.66	1.1e-58	-0.5099	6.10e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000169248.12.wgt.RDat	ENSG00000169248.12	4	76041414	76041415	0.4581	rs4624679	 -4.69	rs4859414	 0.555764	-11.79	-0.7692	484	 32	enet	0.56	3.5e-45	 0.7631	4.45e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138750.14.wgt.RDat	ENSG00000138750.14	4	76148514	76148515	0.4406	rs17322390	 -4.82	rs7664821	 0.465359	 10.63	 1.8750	484	  8	lasso	0.49	1.6e-37	 2.4160	1.57e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000189157.13.wgt.RDat	ENSG00000189157.13	4	76214039	76214040	0.6820	rs17322390	 -4.82	rs1876539	 0.626501	-12.49	-0.9846	482	482	susie	0.64	2.8e-55	 0.9481	3.43e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138760.9.wgt.RDat	ENSG00000138760.9	4	76234535	76234536	0.1388	rs17322390	 -4.82	rs1596118	 0.060693	 -5.05	 1.4480	485	  5	lasso	0.09	1.1e-06	-1.5437	1.23e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000118804.8.wgt.RDat	ENSG00000118804.8	4	76306025	76306026	0.2327	rs17322390	 -4.82	rs4272041	 0.071125	  4.59	-1.5938	499	  1	top1	0.071	1.5e-05	-1.5938	1.11e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000163749.17.wgt.RDat	ENSG00000163749.17	4	76421867	76421868	0.1326	rs17322390	 -4.82	rs10022284	 0.045303	  5.01	-0.0149	520	520	susie	0.089	1.2e-06	 0.4116	6.81e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138771.14.wgt.RDat	ENSG00000138771.14	4	76435099	76435100	0.2445	rs17322390	 -4.82	rs4413433	 0.052136	 -4.88	 2.1750	520	 29	enet	0.11	4.8e-08	 0.7785	4.36e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138767.12.wgt.RDat	ENSG00000138767.12	4	77819614	77819615	0.1983	rs345513	  2.46	rs1010728	 0.053808	 -5.58	-0.8652	433	433	susie	0.14	7.8e-10	 2.0193	4.35e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000249307.5.wgt.RDat	ENSG00000249307.5	4	78971747	78971748	0.1655	rs1026394	  3.60	rs11728698	 0.038101	 -4.23	 0.5469	332	 22	enet	0.051	0.00022	-0.9093	3.63e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000250334.5.wgt.RDat	ENSG00000250334.5	4	79492415	79492416	0.1212	rs1026394	  3.60	rs2165387	 0.068942	  4.67	 1.2639	347	347	susie	0.073	1.2e-05	 1.1693	2.42e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000152784.15.wgt.RDat	ENSG00000152784.15	4	80183878	80183879	0.3461	rs6534560	 -3.56	rs7664600	 0.126361	  6.44	-1.5909	364	 34	enet	0.16	5.9e-11	-2.6629	7.75e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000249242.7.wgt.RDat	ENSG00000249242.7	4	82562356	82562357	0.1496	rs993380	  5.78	rs12645956	 0.060406	 -4.76	 2.8182	430	  1	top1	0.06	6.4e-05	-2.8182	4.83e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000145284.11.wgt.RDat	ENSG00000145284.11	4	82798856	82798857	0.1944	rs993380	  5.78	rs17354064	 0.109435	 -5.61	 1.9667	455	  1	top1	0.11	7.7e-08	-1.9667	4.92e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000168152.12.wgt.RDat	ENSG00000168152.12	4	82901075	82901076	0.0839	rs993380	  5.78	rs7656058	 0.016616	 -3.80	 0.6615	468	 12	enet	0.021	0.014	-0.9312	3.52e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000189308.10.wgt.RDat	ENSG00000189308.10	4	83012925	83012926	0.1177	rs993380	  5.78	rs6843226	 0.005746	  3.71	-0.6169	458	458	susie	0.032	0.0029	-0.9415	3.46e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000180769.8.wgt.RDat	ENSG00000180769.8	4	84965681	84965682	0.0674	rs1562149	  4.66	rs17009168	 0.030427	  3.89	 0.7612	347	  1	top1	0.03	0.0037	 0.7612	4.47e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000251411.1.wgt.RDat	ENSG00000251411.1	4	86914816	86914817	0.0938	rs17012552	  2.13	rs2121871	 0.030177	 -4.11	 0.1875	318	  1	top1	0.03	0.0038	-0.1875	8.51e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000198189.10.wgt.RDat	ENSG00000198189.10	4	87391385	87391386	0.5363	rs17012552	  2.13	rs13138404	 0.083914	 -5.91	 1.1970	456	 83	enet	0.25	3e-17	 0.1533	8.78e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000170502.12.wgt.RDat	ENSG00000170502.12	4	87422581	87422582	0.2568	rs17012552	  2.13	rs4314250	 0.074578	  5.08	 1.0909	460	 55	enet	0.1	1.6e-07	 0.9259	3.54e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000118785.13.wgt.RDat	ENSG00000118785.13	4	87975649	87975650	0.3925	rs7658173	  2.87	rs4693901	 0.168243	 -6.45	-1.3125	509	509	susie	0.27	1.1e-18	 0.8089	4.19e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000118762.7.wgt.RDat	ENSG00000118762.7	4	88007667	88007668	0.2469	rs7658173	  2.87	rs2725215	 0.071259	  5.60	-0.0625	505	505	susie	0.14	6.1e-10	 0.6512	5.15e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000270720.1.wgt.RDat	ENSG00000270720.1	4	89119283	89119284	0.1246	rs9991328	  5.53	rs1795734	-0.004091	  3.67	 1.7385	462	462	susie	0.016	0.027	 1.2525	2.10e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000185477.4.wgt.RDat	ENSG00000185477.4	4	89308009	89308010	0.2640	rs6814344	  5.47	rs6532148	 0.163401	  6.43	-2.8308	454	  1	top1	0.16	3.4e-11	-2.8308	4.64e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138698.14.wgt.RDat	ENSG00000138698.14	4	98261383	98261384	0.0857	rs1554849	  2.41	rs3974886	 0.079958	 -5.40	-0.0424	342	342	susie	0.093	7e-07	 0.1077	9.14e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000272777.1.wgt.RDat	ENSG00000272777.1	4	99068124	99068125	0.2580	rs4368610	 -3.69	rs6815396	 0.064168	  5.34	 0.3462	504	 28	enet	0.12	9.6e-09	 0.4750	6.35e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000246090.6.wgt.RDat	ENSG00000246090.6	4	99088856	99088857	0.3181	rs17029173	 -3.71	rs1800759	 0.118474	 -6.27	-0.5846	500	 31	enet	0.15	2.4e-10	 0.5766	5.64e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000248144.5.wgt.RDat	ENSG00000248144.5	4	99353026	99353027	0.1303	rs7677213	 -4.36	rs2173201	 0.107623	  5.29	-1.4286	505	  1	top1	0.11	1e-07	-1.4286	1.53e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000109270.12.wgt.RDat	ENSG00000109270.12	4	99894489	99894490	0.1683	rs7677213	 -4.36	rs1465518	 0.020880	 -4.02	-0.1408	420	 65	enet	0.052	2e-04	 0.3788	7.05e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000145358.6.wgt.RDat	ENSG00000145358.6	4	100190781	100190782	0.1285	rs2866167	 -3.85	rs2866201	 0.038903	 -4.85	-1.2879	430	  5	lasso	0.084	2.5e-06	 0.9950	3.20e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000254531.1.wgt.RDat	ENSG00000254531.1	4	101347779	101347780	0.1842	rs2850335	  3.99	rs2583398	 0.181210	 -7.10	 2.6286	357	357	susie	0.19	1.1e-12	-2.8861	3.90e-03
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000248971.2.wgt.RDat	ENSG00000248971.2	4	102730170	102730171	0.0972	rs223490	 -6.03	rs223498	 0.050268	 -4.79	-5.0156	345	345	susie	0.066	3.2e-05	 5.6433	1.67e-08
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000230069.3.wgt.RDat	ENSG00000230069.3	4	102730720	102730721	0.1133	rs223490	 -6.03	rs223490	 0.072570	 -5.83	-6.0303	342	  5	lasso	0.1	3e-07	 6.4650	1.01e-10
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000109323.8.wgt.RDat	ENSG00000109323.8	4	102760993	102760994	0.2675	rs223490	 -6.03	rs223366	 0.001611	 -3.51	 2.7727	335	 23	lasso	0.03	0.004	-1.2794	2.01e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000246560.2.wgt.RDat	ENSG00000246560.2	4	102828159	102828160	0.1422	rs223490	 -6.03	rs223457	 0.122127	  5.70	-5.4688	314	  1	top1	0.12	1.3e-08	-5.4688	4.53e-08
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000109332.19.wgt.RDat	ENSG00000109332.19	4	102868895	102868896	0.1635	rs223490	 -6.03	rs223420	 0.174908	 -7.02	-5.4062	320	 29	enet	0.18	6e-12	 5.3776	7.55e-08
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000164037.16.wgt.RDat	ENSG00000164037.16	4	103019738	103019739	0.0691	rs223490	 -6.03	rs223457	 0.029058	  4.37	-5.4688	319	 15	enet	0.054	0.00015	-5.6547	1.56e-08
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000164039.14.wgt.RDat	ENSG00000164039.14	4	103099882	103099883	0.4007	rs223490	 -6.03	rs6850461	 0.310538	  9.13	-5.4615	324	 16	lasso	0.38	8.8e-27	-4.4451	8.79e-06
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138777.19.wgt.RDat	ENSG00000138777.19	4	105474080	105474081	0.1505	rs17035289	  4.85	rs2726516	 0.092043	 -5.04	 1.3125	397	  1	top1	0.092	8.6e-07	-1.3125	1.89e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000236699.8.wgt.RDat	ENSG00000236699.8	4	105552619	105552620	0.1105	rs17035289	  4.85	rs715706	 0.098935	  5.84	-0.5333	412	  6	enet	0.14	1.8e-09	 0.0105	9.92e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000248778.1.wgt.RDat	ENSG00000248778.1	4	105680093	105680094	0.1084	rs17430251	  4.08	rs715706	 0.053579	  4.93	-0.5333	395	  4	lasso	0.091	1e-06	 0.1936	8.47e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138785.14.wgt.RDat	ENSG00000138785.14	4	105895985	105895986	0.1104	rs12498981	  3.17	rs11721732	 0.016365	 -3.69	-0.1515	389	  1	top1	0.016	0.026	 0.1515	8.80e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000188517.14.wgt.RDat	ENSG00000188517.14	4	109302656	109302657	0.2591	rs13103963	  2.92	rs2194861	 0.088533	  5.76	-0.2576	374	  2	lasso	0.11	1.1e-07	-0.1527	8.79e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138802.11.wgt.RDat	ENSG00000138802.11	4	109433817	109433818	0.1113	rs718768	  3.18	rs12640049	 0.060480	  4.79	 1.3372	380	380	susie	0.07	1.8e-05	 1.6344	1.02e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000205403.12.wgt.RDat	ENSG00000205403.12	4	109802178	109802179	0.1554	rs718768	  3.18	rs6832174	 0.050460	  4.09	-1.5151	403	  4	lasso	0.074	9.9e-06	-1.4982	1.34e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138798.11.wgt.RDat	ENSG00000138798.11	4	109912883	109912884	0.1326	rs718768	  3.18	rs11733805	 0.088056	  5.32	 1.9539	418	  4	lasso	0.092	9.2e-07	 2.0637	3.90e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138660.11.wgt.RDat	ENSG00000138660.11	4	112231736	112231737	0.1016	rs17627287	  2.64	rs4834247	 0.123860	 -5.67	 0.2188	384	  1	top1	0.12	1e-08	-0.2187	8.27e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000272567.1.wgt.RDat	ENSG00000272567.1	4	112273315	112273316	0.0884	rs17627287	  2.64	rs10023548	 0.001586	 -3.58	 0.4167	390	 14	enet	0.016	0.028	-0.3675	7.13e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000145365.10.wgt.RDat	ENSG00000145365.10	4	112285902	112285903	0.1902	rs17627287	  2.64	rs3822289	 0.168371	 -6.53	 0.1719	391	  1	top1	0.17	1.7e-11	-0.1719	8.64e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138658.15.wgt.RDat	ENSG00000138658.15	4	112636962	112636963	0.3814	rs7674202	 -2.72	rs10516588	 0.241382	  7.85	 0.1776	465	 23	enet	0.31	4e-21	-0.5158	6.06e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000250791.1.wgt.RDat	ENSG00000250791.1	4	116515145	116515146	0.1845	rs4129117	  3.41	rs1549443	 0.098444	 -5.55	-2.0909	324	324	susie	0.1	2.9e-07	 2.0782	3.77e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000269893.6.wgt.RDat	ENSG00000269893.6	4	118278708	118278709	0.2165	rs17594018	  4.64	rs4833571	 0.198553	  7.04	-1.4154	280	  1	top1	0.2	1.8e-13	-1.4154	1.57e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000260404.3.wgt.RDat	ENSG00000260404.3	4	118591772	118591773	0.4256	rs17594018	  4.64	rs6823449	 0.400058	 -9.90	 1.6515	338	  1	top1	0.4	8.9e-29	-1.6515	9.86e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000283050.1.wgt.RDat	ENSG00000283050.1	4	119454637	119454638	0.1241	rs4834821	  3.06	rs28578366	 0.170543	 -6.77	 0.2286	417	417	susie	0.17	9.8e-12	-0.2749	7.83e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000245958.6.wgt.RDat	ENSG00000245958.6	4	119454790	119454791	0.3353	rs4834821	  3.06	rs6846442	 0.433497	-10.31	 0.2857	417	417	susie	0.44	5.3e-32	-0.2070	8.36e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138735.15.wgt.RDat	ENSG00000138735.15	4	119628990	119628991	0.1223	rs4834821	  3.06	rs7690791	 0.015697	  3.98	 1.0625	375	 32	enet	0.036	0.0018	 0.8375	4.02e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138738.10.wgt.RDat	ENSG00000138738.10	4	120922869	120922870	0.2342	rs11939905	  3.17	rs343192	 0.124494	  5.67	 2.1324	452	  1	top1	0.12	9.3e-09	 2.1324	3.30e-02
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000173376.13.wgt.RDat	ENSG00000173376.13	4	121073020	121073021	0.1418	rs11939905	  3.17	rs13128284	 0.069122	 -5.48	 0.5783	469	469	susie	0.075	9.1e-06	-0.5104	6.10e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000164111.14.wgt.RDat	ENSG00000164111.14	4	121697112	121697113	0.3077	rs769242	  3.79	rs2306420	 0.133290	 -5.82	-1.3944	442	  1	top1	0.13	2.7e-09	 1.3944	1.63e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000138688.15.wgt.RDat	ENSG00000138688.15	4	122152332	122152333	0.1152	rs769242	  3.79	rs11936230	 0.028496	 -4.20	 0.1194	310	 13	enet	0.052	0.00021	 0.0916	9.27e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000249464.5.wgt.RDat	ENSG00000249464.5	4	123650266	123650267	0.1321	rs304653	 -3.20	rs12504652	 0.107305	 -5.43	 0.8101	375	  1	top1	0.11	1e-07	-0.8101	4.18e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000196159.11.wgt.RDat	ENSG00000196159.11	4	125316398	125316399	0.1150	rs10010645	  3.58	rs6824160	-0.003467	  3.47	-0.1263	397	 15	enet	0.011	0.053	 0.6490	5.16e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000251432.6.wgt.RDat	ENSG00000251432.6	4	128292750	128292751	0.0812	rs4834232	  4.24	rs4000688	 0.064839	  4.57	-0.7303	290	  1	top1	0.065	3.5e-05	-0.7303	4.65e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000248802.1.wgt.RDat	ENSG00000248802.1	4	128601406	128601407	0.2834	rs4834232	  4.24	rs904477	 0.218380	  7.37	-0.9855	308	  1	top1	0.22	8.3e-15	-0.9855	3.24e-01
GTExv8.EUR.Pancreas	/workshop/data/FUSION/models/GTExv8_EUR_Pancreas/GTExv8.EUR.Pancreas/ENSG00000151470.12.wgt.RDat	ENSG00000151470.12	4	129093607	129093608	0.3377	rs41397247	  3.46	rs337270	 0.362149	  9.45	-0.4944	371	  1	top1	0.36	1.5e-25	-0.4944	6.21e-01
