PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.LRPAP1.wgt.RDat	LRPAP1	4	3508103	3534286	0.0458	rs12506821	  4.76	rs2699416	 3.54e-02	  6.80	-2.1972	295	  1	top1	0.035	9.3e-12	-2.1972	2.80e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TMEM128.wgt.RDat	TMEM128	4	4237269	4249950	0.4404	rs10002237	  2.41	rs2920244	 3.84e-01	-22.06	 1.8256	346	  6	lasso	0.41	5.1e-146	-1.6224	1.05e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.LYAR.wgt.RDat	LYAR	4	4269428	4291896	0.1215	rs10002237	  2.41	rs10937831	 6.08e-02	  8.93	-0.1231	356	  7	lasso	0.08	6.2e-25	-0.1342	8.93e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.STK32B.wgt.RDat	STK32B	4	5053169	5502725	0.0273	rs3815189	 -3.09	rs3774826	 3.82e-03	  3.87	-2.3235	954	954	bslmm	0.004	0.014	-0.9980	3.18e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.WFS1.wgt.RDat	WFS1	4	6271576	6304992	0.0950	rs1801212	-12.77	rs10002727	 4.39e-02	 -7.67	-1.6531	623	623	bslmm	0.045	1.6e-14	 3.2147	1.31e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MAN2B2.wgt.RDat	MAN2B2	4	6576902	6625089	0.2097	rs1801212	-12.77	rs4689486	 2.01e-01	-16.00	-1.2759	500	 17	enet	0.21	3.5e-68	 1.4162	1.57e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MRFAP1.wgt.RDat	MRFAP1	4	6641818	6644472	0.0449	rs1801212	-12.77	rs3822262	 2.84e-02	 -6.23	-0.5333	493	493	bslmm	0.036	4.6e-12	 0.6254	5.32e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.S100P.wgt.RDat	S100P	4	6694796	6698897	0.6959	rs1801212	-12.77	rs3822262	 6.17e-01	-27.92	-0.5333	512	  4	lasso	0.62	7.7e-267	 0.5307	5.96e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.KIAA0232.wgt.RDat	KIAA0232	4	6783102	6885897	0.1503	rs1801212	-12.77	rs6828784	 1.05e-01	-11.58	-0.7155	609	609	bslmm	0.11	1.5e-33	 1.1412	2.54e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TBC1D14.wgt.RDat	TBC1D14	4	6910969	7034845	0.1965	rs6830500	  3.71	rs7668673	 1.82e-01	-15.25	 1.8028	650	650	bslmm	0.19	2.6e-60	-1.6447	1.00e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TADA2B.wgt.RDat	TADA2B	4	7043626	7059679	0.0889	rs6830500	  3.71	rs4689064	 1.09e-01	 11.84	 1.5119	602	  1	top1	0.11	8.6e-34	 1.5119	1.31e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SH3TC1.wgt.RDat	SH3TC1	4	8183799	8243530	0.1892	rs28738908	  3.52	rs1298472	 1.00e-01	-11.43	-0.2211	626	  6	lasso	0.14	4e-44	 0.7735	4.39e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ACOX3.wgt.RDat	ACOX3	4	8368009	8442450	0.2301	rs1720018	 -2.86	rs708244	 1.98e-01	 15.91	 0.2429	468	 38	enet	0.26	1.5e-83	 0.4033	6.87e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ZNF518B.wgt.RDat	ZNF518B	4	10441498	10459034	0.1116	rs6834555	 -2.84	rs11722849	 4.71e-02	 -7.86	 0.1343	630	  1	top1	0.047	3.8e-15	-0.1343	8.93e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.BST1.wgt.RDat	BST1	4	15704573	15739936	0.2384	rs13136194	 -2.68	rs4698412	 3.02e-01	 19.57	 0.8750	559	 18	lasso	0.37	1.1e-127	 0.6410	5.22e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.FGFBP2.wgt.RDat	FGFBP2	4	15961866	15970932	0.1006	rs13136194	 -2.68	rs4698432	 9.33e-02	-11.12	 1.4394	574	  1	top1	0.093	6.9e-29	-1.4394	1.50e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TAPT1.wgt.RDat	TAPT1	4	16162128	16229033	0.0825	rs13136194	 -2.68	rs10516297	 5.57e-02	  8.89	-0.6418	627	 28	enet	0.069	9.8e-22	-0.6902	4.90e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.QDPR.wgt.RDat	QDPR	4	17461884	17513857	0.6726	rs7667864	 -5.66	rs7661303	 3.92e-01	-22.29	 1.8108	457	 14	lasso	0.44	3.9e-162	-1.2307	2.18e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.DCAF16.wgt.RDat	DCAF16	4	17802278	17812381	0.0194	rs7667864	 -5.66	rs6842303	 1.66e-02	  5.01	-5.3750	383	  1	top1	0.017	2.5e-06	-5.3750	7.66e-08
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PPARGC1A.wgt.RDat	PPARGC1A	4	23756664	23905712	0.0629	rs3796407	  3.44	rs4568225	 6.88e-02	  9.47	-2.2353	594	  5	lasso	0.074	3.6e-23	-2.1836	2.90e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CCDC149.wgt.RDat	CCDC149	4	24807739	24981826	0.0839	rs315678	  3.11	rs11943001	 3.38e-02	  6.92	-0.4565	551	 40	enet	0.054	3.8e-17	-0.5719	5.67e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ANAPC4.wgt.RDat	ANAPC4	4	25378835	25420120	0.2223	rs315678	  3.11	rs7684466	 2.79e-01	 18.82	 2.9375	530	530	bslmm	0.32	4.5e-109	 2.8925	3.82e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SEL1L3.wgt.RDat	SEL1L3	4	25749055	25865382	0.1214	rs17644283	  4.33	rs1545606	 5.00e-02	  8.02	 1.0000	496	496	bslmm	0.091	4.5e-28	 1.4768	1.40e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.STIM2.wgt.RDat	STIM2	4	26859300	27027003	0.2475	rs6849084	  3.00	rs10032186	 9.50e-02	-12.19	 0.3247	418	418	blup	0.2	3e-63	-0.4824	6.30e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PGM2.wgt.RDat	PGM2	4	37828255	37864558	0.0324	rs17577389	 -3.55	rs12509391	 2.33e-02	  6.09	 0.4242	657	  1	top1	0.023	3e-08	 0.4242	6.71e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TLR1.wgt.RDat	TLR1	4	38792298	38858438	0.0805	rs10004996	  4.00	rs17616434	 5.35e-02	 -8.55	 0.1842	525	525	bslmm	0.066	1.2e-20	 0.2849	7.76e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TLR6.wgt.RDat	TLR6	4	38825336	38858438	0.0452	rs10004996	  4.00	rs5743563	 4.37e-02	 -7.70	 0.4138	505	505	bslmm	0.059	1.3e-18	-0.2444	8.07e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TMEM156.wgt.RDat	TMEM156	4	38968365	39034542	0.0872	rs13132956	  3.46	rs2254212	 3.22e-02	  6.72	 0.0299	498	 28	enet	0.044	3.8e-14	 0.5831	5.60e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.WDR19.wgt.RDat	WDR19	4	39184024	39287430	0.0613	rs13132956	  3.46	rs12646251	 8.07e-02	-10.57	 0.3385	478	478	blup	0.096	1e-29	-0.7138	4.75e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RPL9.wgt.RDat	RPL9	4	39455744	39460568	0.0569	rs4263408	 -2.83	rs4975017	 2.43e-02	  5.70	 2.0735	376	  1	top1	0.024	1.5e-08	 2.0735	3.81e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.LIAS.wgt.RDat	LIAS	4	39460620	39479273	0.4136	rs4263408	 -2.83	rs2687975	 2.90e-01	 19.19	 0.2319	376	376	bslmm	0.35	1e-120	-0.2635	7.92e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.N4BP2.wgt.RDat	N4BP2	4	40058446	40159872	0.2571	rs12501987	  2.91	rs6531759	 3.08e-01	-19.77	 0.4366	438	 10	enet	0.32	5.5e-107	-0.2559	7.98e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RBM47.wgt.RDat	RBM47	4	40425272	40632892	0.1004	rs12501987	  2.91	rs11727143	 5.97e-02	  8.83	 1.1539	521	 32	enet	0.071	3.2e-22	 0.7666	4.43e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SLC30A9.wgt.RDat	SLC30A9	4	41992489	42089551	0.0567	rs6841612	  3.02	rs6447118	 1.59e-03	  4.09	 1.1744	436	436	bslmm	0.011	0.00015	 1.0460	2.96e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.GUF1.wgt.RDat	GUF1	4	44680444	44702943	0.0344	rs13130484	  6.49	rs12499960	 2.95e-02	  7.20	 0.5395	376	  3	lasso	0.031	2.3e-10	 0.4050	6.85e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ATP10D.wgt.RDat	ATP10D	4	47487305	47595503	0.0139	rs6832172	  3.12	rs6823698	 3.59e-03	  4.00	-1.4203	434	434	bslmm	0.0051	0.0062	-0.2624	7.93e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.NFXL1.wgt.RDat	NFXL1	4	47849257	47916653	0.4930	rs34455561	  4.17	rs1062858	 6.38e-01	 28.38	-1.4118	442	 43	enet	0.65	2.4e-291	-1.7723	7.64e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TXK.wgt.RDat	TXK	4	48068410	48136273	0.1673	rs34455561	  4.17	rs4695345	 1.03e-01	 11.49	 0.7273	399	  6	enet	0.11	1.2e-32	 1.0730	2.83e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.OCIAD2.wgt.RDat	OCIAD2	4	48887036	48908954	0.0457	rs17576077	 -4.96	rs2289065	 4.80e-02	 -7.85	-4.0000	181	  1	top1	0.048	2e-15	 4.0000	6.33e-05
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SCFD2.wgt.RDat	SCFD2	4	53739149	54232242	0.0118	rs6834296	  4.23	rs1077966	-7.48e-04	 -3.18	-1.1704	537	537	bslmm	0.0017	0.077	 3.1423	1.68e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.AASDH.wgt.RDat	AASDH	4	57204456	57253666	0.1385	rs10013766	 -2.76	rs6554347	 2.03e-01	 16.08	 0.5469	447	  8	lasso	0.22	4.1e-69	 0.8524	3.94e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PAICS.wgt.RDat	PAICS	4	57301907	57327534	0.0451	rs10013766	 -2.76	rs1520026	 3.17e-02	 -6.67	-0.4588	438	  1	top1	0.032	1.1e-10	 0.4588	6.46e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SRP72.wgt.RDat	SRP72	4	57333081	57369839	0.0574	rs10013766	 -2.76	rs6848187	 3.00e-02	 -6.93	-0.5616	449	449	bslmm	0.051	2e-16	-0.1842	8.54e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.POLR2B.wgt.RDat	POLR2B	4	57843888	57897334	0.0503	rs10013766	 -2.76	rs10023088	 5.86e-02	  8.74	-0.3281	561	  1	top1	0.059	1.6e-18	-0.3281	7.43e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.IGFBP7.wgt.RDat	IGFBP7	4	57896939	57976551	0.0697	rs10013766	 -2.76	rs4865181	 1.92e-02	  7.07	 0.4943	565	 13	enet	0.074	4.4e-23	 0.7007	4.83e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.UBA6.wgt.RDat	UBA6	4	68481479	68566897	0.1981	rs4860262	  3.77	rs3796716	 2.95e-01	 19.36	 3.5846	427	  8	lasso	0.3	9.7e-99	 3.6803	2.33e-04
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RUFY3.wgt.RDat	RUFY3	4	71569921	71673032	0.1356	rs7685105	  3.45	rs12512502	 7.83e-02	 10.35	-0.3788	379	  7	lasso	0.086	1.1e-26	-0.3933	6.94e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ANKRD17.wgt.RDat	ANKRD17	4	73939093	74124515	0.0120	rs12648301	  2.62	rs7690615	 2.96e-03	  3.59	 0.6615	348	348	bslmm	0.0035	0.02	 1.2839	1.99e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PPBP.wgt.RDat	PPBP	4	74852755	74853914	0.0185	rs13124617	 -2.47	rs599746	 9.13e-03	  4.22	 0.7129	304	  1	top1	0.0091	0.00039	 0.7129	4.76e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CXCL5.wgt.RDat	CXCL5	4	74861359	74864496	0.1809	rs13124617	 -2.47	rs425535	 2.29e-01	 17.04	 1.0612	306	  1	top1	0.23	2.3e-73	 1.0612	2.89e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PARM1.wgt.RDat	PARM1	4	75858305	75975325	0.0650	rs7667892	 -3.86	rs3796683	 3.19e-02	 -6.70	-1.3277	409	 22	enet	0.05	5.9e-16	 2.0062	4.48e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RCHY1.wgt.RDat	RCHY1	4	76404247	76439974	0.1739	rs2055997	 -4.18	rs2126852	 9.88e-02	-11.23	 1.1884	435	 11	lasso	0.14	1.8e-44	-1.9938	4.62e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.USO1.wgt.RDat	USO1	4	76649777	76735382	0.0556	rs4624679	 -4.69	rs6832912	 4.47e-02	 -7.97	-2.1225	516	 13	lasso	0.046	5.9e-15	 1.8712	6.13e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.NAAA.wgt.RDat	NAAA	4	76831809	76862204	0.6525	rs4624679	 -4.69	rs2242473	 4.73e-01	 24.89	-0.3077	455	455	bslmm	0.71	0	 0.6622	5.08e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SDAD1.wgt.RDat	SDAD1	4	76862103	76912115	0.0223	rs4624679	 -4.69	rs10336	 2.48e-03	 -4.38	-0.7031	467	467	blup	0.017	1.5e-06	-0.2785	7.81e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CXCL10.wgt.RDat	CXCL10	4	76942273	76944650	0.0215	rs4624679	 -4.69	rs7436646	 2.72e-02	 -6.04	-0.7385	472	  1	top1	0.027	2.2e-09	 0.7385	4.60e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.NUP54.wgt.RDat	NUP54	4	77035812	77069668	0.0282	rs17322390	 -4.82	rs11723400	 2.03e-02	  5.45	 2.2388	493	  1	top1	0.02	2.2e-07	 2.2388	2.52e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SCARB2.wgt.RDat	SCARB2	4	77079890	77135046	0.1689	rs17322390	 -4.82	rs10856883	 5.17e-02	  8.24	 1.3896	496	 37	enet	0.093	1.1e-28	 0.3635	7.16e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SEPT11.wgt.RDat	SEPT11	4	77870856	77961537	0.0563	rs17322390	 -4.82	rs2645664	 3.86e-02	 -7.55	 0.1077	577	577	bslmm	0.039	6.8e-13	-0.1149	9.08e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MRPL1.wgt.RDat	MRPL1	4	78783674	78873944	0.2100	rs345513	  2.46	rs9307306	 5.35e-02	  8.47	 0.6762	486	486	bslmm	0.089	1.3e-27	 0.2084	8.35e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ANXA3.wgt.RDat	ANXA3	4	79472673	79531597	0.0898	rs345513	  2.46	rs4975144	 4.55e-02	  8.10	 0.1940	479	479	bslmm	0.06	6.5e-19	 0.6604	5.09e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.BMP2K.wgt.RDat	BMP2K	4	79697496	79837526	0.0608	rs1026394	  3.60	rs6855458	 3.80e-02	  7.34	-0.8485	443	 20	enet	0.051	3.4e-16	-0.6658	5.06e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ANTXR2.wgt.RDat	ANTXR2	4	80822303	81046608	0.0331	rs6534560	 -3.56	rs4264776	 1.66e-02	 -4.91	 2.0156	409	409	bslmm	0.022	6.9e-08	-1.7855	7.42e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PRDM8.wgt.RDat	PRDM8	4	81105033	81125483	0.1310	rs6534560	 -3.56	rs7664600	 6.46e-02	 -9.18	-1.5909	337	337	bslmm	0.078	2.1e-24	 1.7842	7.44e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.LIN54.wgt.RDat	LIN54	4	83831126	83934079	0.0349	rs993380	  5.78	rs6842476	 4.27e-02	 -7.64	 1.0312	467	 10	enet	0.044	2.5e-14	-0.9407	3.47e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PLAC8.wgt.RDat	PLAC8	4	84011201	84058228	0.0853	rs993380	  5.78	rs9990464	 3.05e-02	 -6.86	 0.7538	459	  1	top1	0.031	2.5e-10	-0.7538	4.51e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.COQ2.wgt.RDat	COQ2	4	84182689	84206067	0.1255	rs17353060	  2.78	rs4693597	 1.07e-01	 11.90	-0.2429	376	 11	lasso	0.12	1.7e-36	-0.2215	8.25e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.AGPAT9.wgt.RDat	AGPAT9	4	84457067	84527028	0.1175	rs17353060	  2.78	rs1458640	 1.45e-01	-13.65	-0.5692	423	 34	enet	0.17	1.9e-53	-0.1509	8.80e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ARHGAP24.wgt.RDat	ARHGAP24	4	86396267	86923823	0.1655	rs4640664	  2.97	rs12506596	 1.92e-01	-15.60	-1.9429	608	 12	lasso	0.2	1.1e-61	 1.8209	6.86e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.HSD17B13.wgt.RDat	HSD17B13	4	88224941	88244058	0.2406	rs17012552	  2.13	rs13130041	 1.93e-01	 15.65	-0.5775	407	407	bslmm	0.2	7.5e-63	-0.4432	6.58e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.HSD17B11.wgt.RDat	HSD17B11	4	88257762	88312538	0.5156	rs17012552	  2.13	rs6531983	 1.45e-01	-13.64	-0.6575	458	 64	enet	0.27	6e-89	 0.3922	6.95e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PKD2.wgt.RDat	PKD2	4	88928820	88998929	0.2985	rs7658173	  2.87	rs4693923	 7.26e-02	  9.95	 0.1717	505	505	bslmm	0.25	2.8e-82	-0.3550	7.23e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.HERC6.wgt.RDat	HERC6	4	89299891	89364263	0.2945	rs9991328	  5.53	rs7677237	 4.34e-02	  7.71	 1.0274	429	429	bslmm	0.096	1.1e-29	 0.7323	4.64e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.GPRIN3.wgt.RDat	GPRIN3	4	90165429	90229161	0.1331	rs9991328	  5.53	rs1431548	 2.86e-02	  6.20	-2.2656	465	 51	enet	0.081	3.8e-25	-1.8895	5.88e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SNCA.wgt.RDat	SNCA	4	90645250	90759466	0.0749	rs1037926	  4.28	rs2736994	 7.57e-02	 10.06	-0.1875	435	  1	top1	0.076	1.4e-23	-0.1875	8.51e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MMRN1.wgt.RDat	MMRN1	4	90800683	90875780	0.0160	rs1037926	  4.28	rs1812923	-5.44e-04	 -4.16	 1.0781	391	391	blup	0.0073	0.0013	-0.6988	4.85e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SMARCAD1.wgt.RDat	SMARCAD1	4	95128762	95212443	0.0204	rs7678054	 -6.16	rs2433320	 1.27e-02	  5.22	 0.7188	400	400	blup	0.017	1.6e-06	-0.7746	4.39e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.METAP1.wgt.RDat	METAP1	4	99916771	99983964	0.0272	rs4368610	 -3.69	rs11097642	 9.03e-04	  3.82	-1.5163	522	522	blup	0.012	5.5e-05	-0.1399	8.89e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.DAPP1.wgt.RDat	DAPP1	4	100737990	100791311	0.0371	rs7677213	 -4.36	rs1365492	 1.25e-02	 -5.70	-0.3538	464	  7	lasso	0.024	1.9e-08	 0.5813	5.61e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.H2AFZ.wgt.RDat	H2AFZ	4	100869243	100871545	0.0461	rs7677213	 -4.36	rs11097686	 6.77e-02	 -9.60	-1.2237	413	  1	top1	0.068	3.2e-21	 1.2237	2.21e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.NFKB1.wgt.RDat	NFKB1	4	103422486	103538459	0.0364	rs223490	 -6.03	rs230529	 2.89e-02	  6.32	-2.4615	394	  1	top1	0.029	7.2e-10	-2.4615	1.38e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MANBA.wgt.RDat	MANBA	4	103552660	103682151	0.0881	rs223490	 -6.03	rs4013	 9.75e-02	 11.29	-2.9844	378	  1	top1	0.097	3.6e-30	-2.9844	2.84e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TET2.wgt.RDat	TET2	4	106067032	106200973	0.0258	rs17035289	  4.85	rs2636696	 1.29e-03	  4.58	 1.4853	418	418	blup	0.013	3e-05	 1.5467	1.22e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PPA2.wgt.RDat	PPA2	4	106290234	106395238	0.2155	rs17035289	  4.85	rs17617811	 5.31e-02	 -9.09	-0.1389	421	 19	lasso	0.12	9.7e-38	 0.0287	9.77e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PAPSS1.wgt.RDat	PAPSS1	4	108511433	108641608	0.6043	rs2672462	 -2.52	rs2522420	 5.67e-01	 26.76	 1.4412	373	 15	lasso	0.6	2.3e-253	 0.9162	3.60e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.HADH.wgt.RDat	HADH	4	108910870	108956331	0.1353	rs10856989	 -2.84	rs17038277	 1.05e-01	 11.61	-0.0889	370	  1	top1	0.1	2.2e-32	-0.0889	9.29e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CCDC109B.wgt.RDat	CCDC109B	4	110481361	110609874	0.0364	rs718768	  3.18	rs10017233	 3.03e-02	 -6.44	-1.4697	431	  5	lasso	0.03	2.8e-10	 1.3196	1.87e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PLA2G12A.wgt.RDat	PLA2G12A	4	110631145	110651233	0.0241	rs718768	  3.18	rs6533451	 2.44e-02	 -6.43	-1.0606	389	  3	lasso	0.028	1.8e-09	 1.0818	2.79e-01
